Site_Name,Date,Commodity,Production_Tons,Operational_Cost_AUD,Safety_Incidents,Equipment_Uptime_Pct,Revenue_AUD
Greenbushes Lithium,2025-03-16,Lithium,37967.57,148755.68,0,87.6,5382577.25
Olympic Dam,2026-02-21,Coal,35812.63,303902.83,0,96.09,5077076.24
Pilbara Iron,2026-03-22,Iron Ore,14543.66,334104.35,0,90.82,2061822.06
Pilbara Iron,2025-08-04,Coal,15754.9,243735.6,0,86.31,2233536.84
Hunter Coal,2026-02-11,Iron Ore,17657.81,290143.63,0,91.78,2503308.12
Pilbara Iron,2026-02-03,Coal,23500.73,245405.78,0,86.27,3331645.79
Greenbushes Lithium,2026-02-15,Gold,15544.63,356402.42,0,86.81,2203727.34
Greenbushes Lithium,2025-07-22,Gold,5884.32,460503.68,0,88.35,834206.85
Pilbara Iron,2025-07-11,Copper,44572.69,165568.1,0,97.03,6318970.3
Pilbara Iron,2025-09-06,Coal,48452.44,252563.52,0,97.94,6868993.76
Hunter Coal,2025-08-30,Lithium,20370.67,156347.44,0,96.57,2887904.2
Pilbara Iron,2025-06-28,Copper,20232.81,349977.51,0,89.68,2868360.1
Hunter Coal,2026-03-13,Gold,5319.13,391548.2,0,88.81,754081.13
Hunter Coal,2025-08-07,Coal,35611.28,472765.09,0,92.69,5048531.3
Pilbara Iron,2025-03-23,Copper,42144.8,211548.77,0,95.11,5974773.78
Kalgoorlie Gold,2025-04-02,Coal,11597.37,480084.48,0,98.91,1644133.14
Kalgoorlie Gold,2026-03-11,Gold,12184.99,125305.07,0,86.84,1727438.71
Hunter Coal,2025-06-24,Copper,40553.75,341205.55,0,85.69,5749214.19
Pilbara Iron,2025-08-27,Gold,32733.08,122853.09,0,94.72,4640495.35
Kalgoorlie Gold,2025-09-17,Iron Ore,7018.73,457509.68,0,96.65,995029.61
Pilbara Iron,2026-01-26,Gold,33014.61,311923.62,0,96.85,4680407.22
Pilbara Iron,2025-12-31,Coal,18901.3,367739.34,0,94.5,2679594.91
Pilbara Iron,2025-06-12,Lithium,21592.63,432629.57,0,98.36,3061138.73
Olympic Dam,2025-02-17,Gold,39637.91,160124.25,0,92.15,5619377.61
Pilbara Iron,2025-11-25,Lithium,41492.08,115436.62,0,97.79,5882239.13
Olympic Dam,2025-11-24,Iron Ore,23016.05,451552.46,0,98.55,3262933.79
Hunter Coal,2025-04-26,Copper,47621.88,225973.29,0,96.86,6751247.13
Kalgoorlie Gold,2026-03-05,Copper,23290.82,151591.56,0,89.34,3301887.32
Kalgoorlie Gold,2025-12-03,Lithium,39732.62,287384.49,0,87.75,5632804.43
Kalgoorlie Gold,2025-12-03,Copper,26774.48,339322.43,0,92.67,3795757.99
Kalgoorlie Gold,2026-01-04,Gold,45388.95,112388.24,0,91.34,6434689.65
Kalgoorlie Gold,2025-08-13,Lithium,45849.26,209958.26,0,97.29,6499946.77
Kalgoorlie Gold,2025-12-18,Coal,8933.76,113119.95,0,86.4,1266519.12
Kalgoorlie Gold,2025-11-24,Gold,47142.2,268134.16,0,88.61,6683243.97
Hunter Coal,2025-05-27,Gold,42149.07,458040.01,0,95.53,5975379.13
Pilbara Iron,2025-03-04,Gold,40608.98,493060.96,0,86.33,5757044.03
Greenbushes Lithium,2025-10-21,Coal,14041.01,354819.02,1,89.49,1990562.5
Olympic Dam,2025-11-19,Iron Ore,41230.36,164655.08,1,90.42,5845135.68
Greenbushes Lithium,2026-03-19,Copper,43255.97,462339.76,0,93.72,6132301.86
Greenbushes Lithium,2025-11-21,Lithium,18011.77,306499.13,0,87.21,2553488.24
Pilbara Iron,2025-01-13,Iron Ore,47851.7,161499.72,0,97.05,6783828.2
Pilbara Iron,2026-03-07,Lithium,7243.71,468690.67,0,91.27,1026924.52
Pilbara Iron,2025-07-08,Copper,11745.92,402987.62,0,97.84,1665192.74
Kalgoorlie Gold,2025-10-14,Coal,29191.15,392682.11,1,91.55,4138363.87
Hunter Coal,2025-07-27,Gold,30910.66,383672.28,0,88.85,4382134.95
Kalgoorlie Gold,2025-04-24,Gold,34031.75,180135.93,0,86.99,4824604.88
Hunter Coal,2025-01-22,Coal,5763.61,184402.68,0,85.05,817094.06
Hunter Coal,2025-12-15,Iron Ore,48216.5,375317.2,0,92.45,6835545.08
Greenbushes Lithium,2025-08-02,Iron Ore,7006.46,187889.1,0,86.5,993290.12
Greenbushes Lithium,2025-06-20,Lithium,11437.79,275468.68,0,90.48,1621509.84
Hunter Coal,2025-11-19,Coal,5630.65,412800.73,0,93.25,798244.62
Hunter Coal,2025-02-23,Iron Ore,30508.63,413581.01,0,88.86,4325140.06
Kalgoorlie Gold,2026-01-29,Coal,46952.01,281304.71,0,87.45,6656281.16
Kalgoorlie Gold,2025-10-25,Copper,34967.62,416875.98,0,95.85,4957281.07
Greenbushes Lithium,2025-11-16,Gold,42019.59,435448.72,0,98.26,5957023.04
Pilbara Iron,2025-05-06,Gold,5597.65,361910.3,0,86.41,793566.29
Hunter Coal,2025-10-04,Gold,29390.69,191370.34,0,87.18,4166652.21
Kalgoorlie Gold,2025-07-23,Coal,25680.33,209604.71,0,98.44,3640642.79
Greenbushes Lithium,2025-07-13,Coal,27453.56,225936.46,0,85.53,3892029.63
Kalgoorlie Gold,2025-06-18,Lithium,8249.59,146721.64,0,98.69,1169525.87
Hunter Coal,2025-06-01,Gold,35799.59,209263.85,0,85.07,5075227.59
Hunter Coal,2025-02-04,Lithium,27644.92,183807.69,0,97.23,3919158.31
Olympic Dam,2025-07-03,Gold,39431.7,282131.5,0,89.3,5590143.68
Pilbara Iron,2025-10-13,Lithium,26838.08,463375.02,0,98.14,3804774.42
Olympic Dam,2025-02-26,Lithium,11722.17,141792.13,0,89.44,1661825.75
Greenbushes Lithium,2025-08-10,Copper,34171.56,388107.17,0,94.16,4844425.43
Kalgoorlie Gold,2025-10-30,Lithium,12757.39,374913.2,0,86.12,1808586.57
Greenbushes Lithium,2025-06-12,Coal,44257.76,138301.68,0,88.39,6274323.38
Hunter Coal,2025-01-19,Lithium,32590.23,469028.96,0,95.83,4620243.82
Olympic Dam,2026-01-05,Gold,12074.17,327388.88,0,92.4,1711728.0
Olympic Dam,2025-09-21,Lithium,48305.21,245490.21,0,97.99,6848121.29
Olympic Dam,2025-10-09,Iron Ore,28326.45,402615.43,0,91.0,4015777.29
Greenbushes Lithium,2025-04-23,Gold,8280.43,202946.18,0,97.18,1173897.99
Hunter Coal,2025-11-23,Iron Ore,33207.48,377403.93,0,91.29,4707749.97
Kalgoorlie Gold,2025-01-30,Gold,16393.95,115884.48,0,98.71,2324133.53
Kalgoorlie Gold,2025-05-15,Coal,41166.21,435763.22,0,98.44,5836041.27
Greenbushes Lithium,2025-03-08,Coal,41801.99,279268.34,0,89.61,5926174.38
Olympic Dam,2025-03-06,Coal,49052.63,354677.17,0,97.4,6954081.35
Pilbara Iron,2025-10-19,Iron Ore,27584.13,188495.13,0,96.87,3910540.25
Greenbushes Lithium,2025-01-25,Copper,25473.06,370829.49,0,87.95,3611258.59
Greenbushes Lithium,2025-02-06,Gold,38906.4,408896.11,0,93.74,5515673.08
Hunter Coal,2025-01-01,Coal,10961.18,289285.27,0,86.02,1553941.91
Kalgoorlie Gold,2026-02-03,Gold,29611.2,347090.77,0,96.71,4197913.42
Greenbushes Lithium,2025-02-06,Iron Ore,29581.14,282530.37,0,87.44,4193651.88
Greenbushes Lithium,2025-05-21,Copper,9026.29,457636.55,0,85.99,1279636.89
Olympic Dam,2025-08-20,Iron Ore,23809.28,299147.67,0,90.6,3375388.23
Olympic Dam,2025-05-16,Gold,43397.82,436723.48,0,93.08,6152411.62
Pilbara Iron,2026-01-24,Copper,43526.91,420540.82,0,96.97,6170712.42
Hunter Coal,2025-07-07,Copper,9465.69,264201.93,0,98.64,1341929.64
Pilbara Iron,2025-05-08,Iron Ore,9082.44,192033.8,0,91.15,1287597.15
Olympic Dam,2025-07-20,Coal,16821.3,262432.85,0,85.85,2384717.98
Kalgoorlie Gold,2025-05-07,Gold,44364.47,430486.95,0,95.49,6289451.42
Olympic Dam,2025-09-14,Lithium,10800.62,191053.01,0,92.91,1531179.68
Hunter Coal,2025-06-13,Lithium,37399.86,309774.54,0,91.27,5302094.28
Olympic Dam,2025-02-04,Iron Ore,9552.45,422438.7,0,89.33,1354229.41
Hunter Coal,2025-07-13,Gold,33041.2,241390.99,0,92.03,4684176.83
Hunter Coal,2025-07-10,Gold,21023.03,356883.85,1,89.74,2980387.82
Hunter Coal,2025-04-14,Iron Ore,40501.13,198252.63,0,95.6,5741754.37
Hunter Coal,2025-01-23,Gold,15516.07,143711.78,0,92.61,2199678.45
Hunter Coal,2025-09-22,Coal,33764.08,417753.69,0,97.28,4786657.9
Kalgoorlie Gold,2025-10-17,Iron Ore,15605.71,139587.45,0,92.61,2212386.51
Pilbara Iron,2026-03-06,Coal,37114.71,208552.56,0,88.34,5261669.2
Greenbushes Lithium,2026-01-19,Gold,44315.51,442043.77,0,96.92,6282510.47
Pilbara Iron,2025-09-17,Iron Ore,10706.08,238587.71,0,92.8,1517776.95
Hunter Coal,2026-02-18,Gold,43996.81,489218.14,0,87.9,6237329.09
Kalgoorlie Gold,2025-12-24,Iron Ore,31710.89,491893.73,0,93.73,4495581.76
Olympic Dam,2025-03-16,Gold,10719.97,207310.41,0,90.01,1519746.11
Kalgoorlie Gold,2025-12-21,Coal,24239.38,116391.29,0,96.82,3436362.54
Hunter Coal,2025-03-13,Coal,12238.71,382025.31,0,91.35,1735054.47
Kalgoorlie Gold,2025-09-16,Gold,36515.65,280394.6,0,95.17,5176741.81
Kalgoorlie Gold,2026-02-02,Iron Ore,39149.07,140301.14,0,86.34,5550075.86
Hunter Coal,2025-07-07,Lithium,9760.84,383009.13,0,90.54,1383772.4
Kalgoorlie Gold,2025-06-22,Coal,27776.29,112469.96,0,98.77,3937782.34
Greenbushes Lithium,2025-10-17,Coal,41658.13,448078.68,0,96.32,5905779.67
Greenbushes Lithium,2025-02-14,Lithium,47127.34,155461.01,1,87.24,6681137.31
Kalgoorlie Gold,2025-03-02,Gold,28108.3,150924.75,0,88.89,3984850.66
Olympic Dam,2025-03-24,Iron Ore,47762.57,170268.92,0,89.62,6771192.44
Hunter Coal,2025-05-03,Gold,29106.0,484106.54,0,94.11,4126292.35
Greenbushes Lithium,2025-12-24,Copper,22738.57,377267.74,0,95.6,3223596.08
Olympic Dam,2025-01-16,Coal,43169.14,420548.61,0,95.49,6119992.17
Kalgoorlie Gold,2025-03-07,Copper,27184.22,259053.99,0,92.14,3853845.91
Olympic Dam,2026-02-28,Coal,26235.61,234525.09,0,96.35,3719363.59
Pilbara Iron,2025-05-25,Coal,27064.06,193793.6,0,91.12,3836811.09
Greenbushes Lithium,2026-01-10,Copper,43105.33,292259.21,0,86.73,6110945.97
Kalgoorlie Gold,2025-06-11,Copper,42437.37,320731.49,0,92.9,6016250.78
Hunter Coal,2025-08-22,Gold,23158.4,352709.94,0,98.33,3283114.43
Kalgoorlie Gold,2026-01-15,Copper,19998.49,202847.4,0,96.1,2835141.08
Hunter Coal,2025-05-24,Gold,27136.76,479461.63,0,93.1,3847117.61
Kalgoorlie Gold,2025-12-24,Gold,30774.76,167903.4,0,94.06,4362868.71
Olympic Dam,2025-07-07,Gold,15725.17,486261.27,0,98.03,2229322.09
Olympic Dam,2025-11-18,Coal,40727.98,105942.45,0,91.0,5773914.39
Olympic Dam,2026-03-26,Coal,26891.72,292450.28,0,89.64,3812378.84
Pilbara Iron,2025-01-13,Copper,20032.05,233347.14,0,98.68,2839898.81
Hunter Coal,2025-07-03,Coal,9806.94,279649.37,0,97.09,1390307.89
Olympic Dam,2025-04-21,Copper,15748.03,328265.83,0,89.52,2232562.9
Pilbara Iron,2026-02-19,Coal,47717.65,274235.66,0,91.49,6764824.23
Hunter Coal,2025-10-17,Iron Ore,18729.49,265938.74,0,90.81,2655237.8
Kalgoorlie Gold,2025-10-22,Iron Ore,12598.67,393089.37,0,87.09,1786085.19
Pilbara Iron,2026-01-27,Copper,25730.28,374350.51,0,98.41,3647724.09
Greenbushes Lithium,2025-08-03,Coal,18818.95,433308.51,1,90.66,2667920.34
Pilbara Iron,2025-04-30,Coal,6582.17,199983.59,0,97.25,933139.48
Pilbara Iron,2026-01-17,Gold,19541.53,343811.4,0,87.65,2770358.88
Hunter Coal,2025-02-24,Lithium,29484.89,334077.91,0,92.67,4180006.73
Kalgoorlie Gold,2025-01-27,Copper,29827.06,247895.12,0,85.34,4228515.41
Greenbushes Lithium,2025-04-28,Lithium,21045.15,294423.02,1,95.7,2983523.72
Olympic Dam,2025-08-09,Lithium,25128.62,225512.86,0,93.13,3562428.1
Olympic Dam,2025-08-19,Copper,48448.31,156737.76,0,93.76,6868408.26
Pilbara Iron,2025-02-22,Coal,21980.68,185520.48,0,85.72,3116151.71
Hunter Coal,2025-10-22,Copper,16620.21,142205.46,0,87.95,2356209.9
Hunter Coal,2025-11-17,Lithium,15956.02,373227.83,0,86.04,2262049.17
Olympic Dam,2026-02-05,Coal,25599.41,364290.96,0,89.04,3629170.95
Greenbushes Lithium,2025-08-21,Iron Ore,39178.41,480242.55,0,93.78,5554235.33
Kalgoorlie Gold,2025-06-07,Copper,14269.47,391871.37,0,92.93,2022950.76
Greenbushes Lithium,2026-03-13,Copper,36918.33,120818.34,0,93.57,5233828.85
Kalgoorlie Gold,2025-09-26,Coal,5951.74,453698.07,0,92.69,843764.83
Olympic Dam,2025-01-21,Iron Ore,23851.98,445070.07,0,88.82,3381441.71
Kalgoorlie Gold,2026-02-07,Iron Ore,39913.93,277328.13,0,88.42,5658508.35
Hunter Coal,2025-02-22,Coal,20242.98,334345.22,0,86.92,2869801.88
Pilbara Iron,2025-10-02,Gold,30368.17,490431.33,0,96.89,4305227.36
Pilbara Iron,2025-11-09,Copper,14224.07,312921.75,0,93.63,2016514.51
Olympic Dam,2025-10-08,Copper,38389.79,462128.73,0,87.61,5442434.44
Hunter Coal,2025-08-02,Lithium,7352.56,133215.5,0,87.48,1042355.94
Greenbushes Lithium,2025-01-31,Coal,43364.42,176420.75,0,97.22,6147676.58
Hunter Coal,2025-12-03,Lithium,13918.84,276301.98,0,95.4,1973242.73
Pilbara Iron,2025-07-02,Lithium,44347.91,333902.72,0,94.23,6287103.75
Pilbara Iron,2025-01-23,Iron Ore,20863.82,426491.14,1,90.7,2957816.97
Hunter Coal,2025-02-01,Copper,37520.76,495304.85,0,88.67,5319234.0
Hunter Coal,2026-03-22,Lithium,19365.14,255540.6,1,98.71,2745352.47
Pilbara Iron,2025-03-15,Iron Ore,45766.03,118966.25,0,96.16,6488147.44
Greenbushes Lithium,2025-01-10,Coal,10698.67,420468.6,0,89.22,1516726.45
Olympic Dam,2025-02-23,Lithium,13033.39,341752.29,0,96.87,1847714.47
Olympic Dam,2025-02-21,Copper,27186.36,179417.14,0,95.63,3854149.29
Hunter Coal,2025-05-28,Lithium,8687.23,297931.38,0,89.16,1231569.12
Olympic Dam,2025-06-09,Coal,13819.11,396924.1,0,90.97,1959104.23
Pilbara Iron,2026-01-05,Lithium,47469.49,408164.71,0,87.6,6729643.14
Pilbara Iron,2025-01-14,Copper,48942.03,299847.36,0,86.55,6938401.84
Hunter Coal,2025-06-27,Iron Ore,21931.67,222085.81,0,95.12,3109203.67
Hunter Coal,2026-02-16,Copper,46547.87,489497.03,0,88.75,6598987.14
Hunter Coal,2026-01-01,Iron Ore,29517.11,365345.04,0,96.48,4184574.49
Greenbushes Lithium,2025-02-22,Gold,17138.41,263295.01,0,98.94,2429673.95
Olympic Dam,2026-02-12,Copper,36607.94,212185.29,0,86.07,5189825.56
Hunter Coal,2025-12-01,Copper,34650.58,392441.19,0,91.62,4912335.02
Kalgoorlie Gold,2025-01-22,Coal,49510.64,196873.38,0,96.23,7019012.4
Kalgoorlie Gold,2025-01-30,Lithium,16927.13,168684.0,0,96.05,2399721.26
Pilbara Iron,2025-07-10,Iron Ore,35242.68,311933.56,0,95.64,4996275.71
Olympic Dam,2025-09-17,Iron Ore,7341.07,215994.96,0,89.89,1040727.03
Hunter Coal,2025-07-24,Coal,10114.07,351562.06,0,91.35,1433849.02
Kalgoorlie Gold,2025-02-28,Coal,5176.33,147175.47,0,93.33,733836.7
Olympic Dam,2025-09-21,Lithium,49975.73,361976.44,0,98.64,7084947.17
Pilbara Iron,2025-01-12,Lithium,41102.32,213318.61,0,89.59,5826983.73
Greenbushes Lithium,2025-04-29,Copper,40402.54,100097.17,0,97.92,5727777.49
Olympic Dam,2026-02-19,Gold,27937.67,150774.42,0,88.77,3960660.82
Olympic Dam,2025-10-17,Lithium,18503.02,473446.15,0,98.85,2623131.65
Greenbushes Lithium,2025-12-04,Coal,11806.89,446941.86,0,94.38,1673836.32
Olympic Dam,2025-09-05,Lithium,17810.36,193443.61,0,91.49,2524934.8
Pilbara Iron,2025-12-20,Iron Ore,21918.7,411348.76,2,93.59,3107364.94
Pilbara Iron,2025-05-07,Gold,39033.95,343428.64,0,88.82,5533755.56
Greenbushes Lithium,2025-03-16,Copper,29284.78,488361.88,0,88.84,4151637.59
Hunter Coal,2025-12-27,Iron Ore,8486.76,249442.26,0,86.59,1203148.93
Kalgoorlie Gold,2025-07-23,Iron Ore,5811.31,372584.25,0,86.6,823856.39
Hunter Coal,2025-02-18,Gold,9604.95,125414.29,0,89.87,1361672.22
Olympic Dam,2025-03-20,Copper,23472.44,258498.94,0,95.68,3327635.18
Kalgoorlie Gold,2026-03-17,Coal,46993.68,485527.06,0,93.51,6662188.63
Greenbushes Lithium,2025-08-29,Copper,33683.11,315592.35,0,86.44,4775178.97
Greenbushes Lithium,2025-12-15,Lithium,41082.17,215151.8,0,96.93,5824127.11
Kalgoorlie Gold,2025-06-03,Iron Ore,25986.86,148108.39,0,93.42,3684098.86
Pilbara Iron,2025-10-01,Lithium,21274.97,381411.34,0,98.45,3016104.79
Kalgoorlie Gold,2025-04-06,Coal,9878.02,357942.42,0,94.38,1400384.74
Olympic Dam,2025-08-02,Lithium,44416.99,249575.49,0,87.45,6296897.06
Pilbara Iron,2025-10-21,Copper,40242.2,480376.54,0,91.63,5705046.45
Greenbushes Lithium,2025-07-28,Lithium,12565.31,108881.13,0,94.08,1781355.82
Kalgoorlie Gold,2025-12-09,Coal,28051.73,221489.54,0,85.4,3976830.85
Hunter Coal,2025-03-29,Coal,26931.87,468427.79,0,85.21,3818070.81
Hunter Coal,2025-11-02,Coal,33129.12,228374.18,0,86.81,4696641.05
Olympic Dam,2025-09-21,Copper,47578.41,200901.13,0,88.52,6745084.49
Hunter Coal,2026-03-01,Coal,31089.71,313688.16,0,91.01,4407518.47
Kalgoorlie Gold,2026-01-25,Iron Ore,29309.78,429520.7,0,91.82,4155181.78
Kalgoorlie Gold,2025-11-21,Coal,7264.53,141258.7,0,86.93,1029876.13
Hunter Coal,2026-03-04,Lithium,7830.84,477208.28,0,94.43,1110160.63
Kalgoorlie Gold,2026-01-12,Lithium,13430.61,418029.15,0,93.35,1904027.46
Olympic Dam,2025-11-16,Lithium,6461.18,172500.1,0,89.12,915987.0
Pilbara Iron,2025-06-06,Copper,38450.88,384803.18,0,85.19,5451095.03
Olympic Dam,2025-06-05,Lithium,37549.86,253983.49,0,86.09,5323359.44
Olympic Dam,2025-05-19,Copper,11122.53,260917.87,0,90.48,1576816.14
Kalgoorlie Gold,2025-05-01,Copper,42623.55,413316.04,0,87.16,6042645.1
Pilbara Iron,2025-03-06,Coal,11965.37,485113.92,0,90.28,1696303.67
Kalgoorlie Gold,2025-04-17,Iron Ore,18552.9,150662.35,0,93.79,2630203.03
Greenbushes Lithium,2025-05-27,Coal,16203.96,268252.09,0,92.66,2297199.07
Kalgoorlie Gold,2025-05-17,Coal,21753.82,292376.64,0,88.24,3083990.28
Kalgoorlie Gold,2026-02-15,Copper,16459.87,250524.73,0,89.81,2333478.86
Kalgoorlie Gold,2025-06-11,Copper,27002.79,245275.65,0,93.6,3828124.98
Pilbara Iron,2026-03-04,Lithium,23333.35,120907.47,0,97.05,3307916.7
Kalgoorlie Gold,2025-04-10,Lithium,49395.63,374215.45,0,95.54,7002707.69
Pilbara Iron,2025-12-04,Coal,7516.69,274485.77,0,92.75,1065624.28
Hunter Coal,2026-02-03,Gold,11398.16,177917.52,0,90.07,1615891.58
Greenbushes Lithium,2025-11-03,Gold,7377.17,426413.4,0,90.11,1045844.85
Pilbara Iron,2025-05-21,Lithium,33162.85,421024.3,0,97.31,4701422.87
Hunter Coal,2025-03-24,Gold,7452.92,294556.65,0,85.55,1056583.75
Pilbara Iron,2025-06-26,Lithium,42639.79,219380.26,0,98.83,6044947.41
Pilbara Iron,2025-07-17,Copper,28037.24,355237.09,0,94.3,3974776.64
Greenbushes Lithium,2025-04-22,Coal,28715.34,215260.85,0,94.54,4070909.36
Olympic Dam,2025-02-25,Iron Ore,30271.75,194403.17,0,85.53,4291558.11
Olympic Dam,2025-06-28,Coal,12686.62,392205.86,0,93.48,1798553.67
Pilbara Iron,2026-02-25,Lithium,13896.06,116130.1,0,91.79,1970013.26
Kalgoorlie Gold,2026-02-05,Lithium,19346.78,137907.39,0,86.48,2742749.61
Hunter Coal,2025-07-05,Coal,31707.34,102715.27,0,88.89,4495078.49
Kalgoorlie Gold,2025-08-06,Lithium,14455.3,161177.27,0,97.46,2049295.46
Kalgoorlie Gold,2026-02-17,Gold,10234.93,127596.0,0,92.7,1450983.07
Pilbara Iron,2026-02-21,Gold,48655.26,498320.95,0,90.79,6897747.1
Pilbara Iron,2025-11-12,Lithium,5989.18,215523.99,0,86.02,849072.62
Pilbara Iron,2025-08-05,Lithium,41121.38,159707.21,0,95.0,5829685.83
Pilbara Iron,2025-04-30,Gold,40461.58,196398.5,0,94.84,5736147.46
Olympic Dam,2026-03-15,Lithium,18374.64,474450.23,0,93.6,2604931.51
Pilbara Iron,2026-01-29,Lithium,11103.2,308064.09,0,92.14,1574075.76
Olympic Dam,2025-06-24,Coal,11553.29,245927.24,0,91.07,1637884.01
Olympic Dam,2025-01-23,Iron Ore,36384.42,449356.58,0,93.31,5158137.63
Pilbara Iron,2025-08-01,Gold,33926.3,257996.11,0,88.27,4809655.47
Greenbushes Lithium,2026-02-09,Coal,40223.56,234003.43,0,98.18,5702403.9
Hunter Coal,2025-08-23,Iron Ore,47186.65,182913.01,0,93.24,6689545.55
Kalgoorlie Gold,2025-01-13,Lithium,36136.73,251118.73,0,89.36,5123023.17
Olympic Dam,2025-04-11,Lithium,12013.32,226673.74,0,91.3,1703101.44
Hunter Coal,2026-02-21,Coal,15954.92,370921.58,0,96.28,2261893.23
Greenbushes Lithium,2025-01-24,Lithium,42898.72,215833.08,0,87.26,6081655.33
Kalgoorlie Gold,2025-12-30,Copper,14418.77,330879.9,0,89.1,2044116.69
Kalgoorlie Gold,2025-01-11,Coal,8263.5,126356.87,0,94.51,1171497.86
Olympic Dam,2025-09-30,Iron Ore,36647.6,176515.66,0,89.42,5195448.07
Pilbara Iron,2026-03-07,Coal,23113.69,262962.11,0,96.1,3276776.0
Greenbushes Lithium,2025-10-08,Gold,46401.8,474779.7,0,86.83,6578279.13
Olympic Dam,2025-04-04,Coal,34261.48,250900.79,0,95.68,4857173.19
Greenbushes Lithium,2025-07-20,Lithium,9068.85,365629.65,0,85.96,1285670.53
Pilbara Iron,2025-01-21,Lithium,47653.55,202034.89,0,85.18,6755736.92
Pilbara Iron,2025-12-06,Copper,16635.08,150813.43,0,97.58,2358317.99
Olympic Dam,2025-07-30,Copper,20174.56,123414.64,0,93.14,2860102.13
Pilbara Iron,2025-05-20,Copper,23101.72,222165.4,0,89.93,3275079.04
Hunter Coal,2025-10-20,Iron Ore,7305.09,163064.41,0,88.26,1035626.23
Kalgoorlie Gold,2025-10-25,Copper,27343.19,169604.18,1,93.64,3876382.73
Olympic Dam,2026-02-05,Iron Ore,10549.33,404303.72,0,92.13,1495554.86
Greenbushes Lithium,2025-04-11,Copper,23043.66,106335.23,0,98.88,3266848.0
Hunter Coal,2025-10-31,Iron Ore,20781.94,323124.05,0,98.77,2946209.03
Olympic Dam,2025-12-25,Coal,39777.8,251784.55,0,93.89,5639209.5
Pilbara Iron,2025-01-28,Coal,41142.67,302620.0,0,91.2,5832704.06
Pilbara Iron,2025-02-10,Lithium,11903.58,325132.09,0,91.88,1687543.84
Pilbara Iron,2025-12-21,Iron Ore,21494.8,225347.08,0,94.55,3047269.59
Pilbara Iron,2025-10-30,Gold,21800.89,218043.54,0,86.42,3090663.29
Greenbushes Lithium,2025-05-26,Lithium,11813.47,393360.74,0,89.6,1674769.15
Hunter Coal,2025-09-13,Coal,40930.41,448510.8,0,86.05,5802612.44
Kalgoorlie Gold,2025-08-15,Iron Ore,36825.27,177032.65,0,86.03,5220635.94
Greenbushes Lithium,2025-08-24,Copper,13567.18,139047.5,1,87.74,1923388.68
Greenbushes Lithium,2025-12-27,Gold,21502.49,459118.32,0,91.79,3048359.79
Kalgoorlie Gold,2026-01-15,Coal,9761.23,239958.19,0,95.99,1383827.69
Kalgoorlie Gold,2025-01-13,Lithium,33269.3,320526.96,0,91.8,4716514.05
Pilbara Iron,2025-07-29,Iron Ore,10461.74,243817.26,0,89.7,1483137.42
Greenbushes Lithium,2025-08-17,Gold,49367.04,150320.93,0,86.15,6998654.55
Olympic Dam,2026-02-01,Iron Ore,40130.69,335732.66,0,92.7,5689237.93
Kalgoorlie Gold,2025-04-10,Copper,22560.73,310056.34,0,88.8,3198384.1
Kalgoorlie Gold,2025-01-31,Lithium,31035.38,181197.42,0,93.61,4399816.22
Hunter Coal,2026-01-21,Iron Ore,46010.38,280747.62,0,98.68,6522788.39
Olympic Dam,2025-01-16,Coal,29934.47,418779.0,0,86.56,4243742.68
Olympic Dam,2025-05-17,Lithium,12852.43,336170.44,0,87.97,1822060.18
Kalgoorlie Gold,2025-11-25,Coal,22041.65,138766.93,0,91.62,3124795.29
Pilbara Iron,2025-06-15,Iron Ore,42941.52,319208.6,0,98.56,6087722.99
Hunter Coal,2025-11-06,Lithium,33989.59,381095.32,0,95.81,4818627.95
Olympic Dam,2026-03-16,Coal,34282.6,417081.36,0,97.58,4860167.32
Kalgoorlie Gold,2025-04-10,Copper,44006.97,351647.03,0,89.67,6238769.45
Olympic Dam,2025-04-19,Copper,45228.79,161063.27,0,98.89,6411984.13
Hunter Coal,2025-12-09,Iron Ore,46390.67,384069.31,0,86.44,6576701.25
Hunter Coal,2025-06-22,Lithium,9268.21,370936.74,0,85.74,1313933.35
Greenbushes Lithium,2025-08-25,Gold,29485.67,109770.75,0,96.98,4180117.31
Kalgoorlie Gold,2025-06-11,Lithium,38322.93,264699.07,0,97.98,5432955.84
Hunter Coal,2026-01-28,Copper,39061.71,233180.1,0,86.27,5537691.03
Greenbushes Lithium,2025-08-04,Coal,32302.23,367764.83,1,86.59,4579414.71
Greenbushes Lithium,2025-09-21,Gold,12505.43,186454.32,0,85.46,1772866.77
Olympic Dam,2025-09-20,Iron Ore,40883.92,336348.77,0,86.46,5796021.65
Olympic Dam,2025-10-19,Gold,37405.01,465282.38,1,87.93,5302824.38
Greenbushes Lithium,2025-10-01,Iron Ore,8876.11,419120.95,0,98.58,1258346.21
Olympic Dam,2025-01-03,Gold,25871.44,468583.09,0,94.35,3667736.03
Hunter Coal,2025-01-28,Iron Ore,12828.98,491402.39,0,95.9,1818735.72
Pilbara Iron,2025-11-22,Iron Ore,20186.47,104268.05,0,95.87,2861790.58
Hunter Coal,2026-03-04,Gold,5813.65,349096.51,0,92.49,824188.12
Greenbushes Lithium,2025-05-29,Gold,23014.84,265135.76,0,96.16,3262762.25
Greenbushes Lithium,2025-01-28,Iron Ore,29744.46,443941.8,0,93.34,4216805.39
